word,phonemes,label
delicioasă,start D EH L IH CH Y OH,AE
era,start Y,EH
fumarăți,start F UW M AE R AX T S,stop
orientăm,start OH R IH EH,N
fracturase,start F R AE K T UW R,AE
marijuana,start M AE R IH HH,W
primesc,start P R IH M EH,S
întăriserăți,start IX N T AX R IH S EH R AX T,S
năluciși,start N AX L UW T SH IH,SH
antagonic,start AE N T AE G OH,N
reparam,start R EH P AE R,AE
înzestrasem,start IX N,Z
umiditate,start UW,M
bluzo,start B L UW,Z
veneram,start V EH N EH R AE M,stop
analizași,start AE N,AE
întâlnești,start IX N,T
răpitei,start,R
zahărului,start,Z
pregătitul,start P R EH G,AX
invizibilitate,start IH N V,IH
întemeiat,start IX N T EH M,EH
azere,start AE Z EH,R
teatru,start T EH AE T,R
moldova,start M,OH
prietenos,start P,R
sodomizam,start S,OH
slovene,start S L OH V EH,N
flota,start F L OH T AE,stop
cadavre,start K AE D,AE
declarat,start D EH K L AE R AE T,stop
salvam,start S AE L,V
îmbunătățiserăm,start IX M B UW N AX T AX T S IH S EH R AX M,stop
mulțumită,start M UW L UW M,IH
absorbeam,start,AE
croise,start K R,OH
harpa,start HH AE R P,AE
evoluam,start,EH
umanitate,start UW M AE N IH T AE,T
masturbați,start,M
crease,start K R EH AE,S
homosexuali,start HH OH,M
citind,start T SH IH T IH N D,stop
întristat,start IX N T R IH S,T
ceteri,start CH EH T EH R,stop
folositelor,start F,OH
ignoram,start IH G,N
zăpuși,start Z AX P UW SH IH,stop
controlăm,start K OH N T,R
enigma,start EH N IH,G
orientasem,start,OH
multiplici,start M UW L T,IH
mutat,start M UW T AE T,stop
funcționarăți,start F UW N K IH OH N AE R AX,T
omniprezenți,start OH,M
maltratase,start M AE L T R AE T AE S,EH
vom,start V OH,M
husa,start,HH
omniprezentului,start,OH
băiețaș,start B AX Y EH T S AE SH,stop
beijing,start B EH Y ZH IH,NG
îmbunătățiseși,start IX M B UW N AX T AX,T
dame,start D,AE
răpi,start R AX,P
interesant,start IH N T EH R EH S,AE
zăcea,start Z AX T SH Y,stop
analizaserăm,start AE N,AE
reintroduce,start R EH IH N T R,OH
disputa,start D IH S P UW T,AE
clădii,start K L,AX
copiilor,start K OH P,IH
completez,start K OH M P L EH,T
evlavioaselor,start EH V L,AE
plictisitei,start P L IH K T IH S,IH
observație,start OH B S EH DX V AE IH,EH
necăjeau,start N EH,K
exista,start EH,G
reduc,start R EH D UW K,stop
distrai,start D IH S T,R
găsind,start G AX S IH,N
muntenia,start M,UW
norului,start N OH R,UW
șantajatul,start SH AE N T AE ZH AE T UW,stop
viață,start,V
primirăți,start,P
futute,start F UW T UW T,EH
tratai,start T R AE T AE,Y
gravitași,start G R AE V IH T AE,SH
forjam,start,F
plictisind,start P L,IH
urez,start UW R EH Z,stop
temelie,start T EH M,EH
suedezi,start S UW EH,D
laboare,start L AE B OH AE R,EH
părintește,start P AX R IH,N
ceapa,start CH EH,AE
doare,start D OH AE R EH,stop
bifurcase,start B IH F UW R K,AE
apologiza,start AE,P
accelerarăți,start AE K CH EH L EH,R
moldovenești,start M OH L D OH V EH N EH,SH
testiculul,start T EH S,T
violai,start V IH OH L AE Y,stop
industrializase,start IH N D UW S T R IH,AE
scalzi,start S K AE,L
copleșitoarelor,start K OH P L EH,SH
constat,start K OH N S T AE T,stop
primeai,start P R,IH
deliberai,start D EH L,IH
asurziseră,start AE S UW R Z IH S EH R AX,stop
fantezie,start F AE,N
insecte,start IH N,S
regi,start,R
orientași,start OH R IH,EH
elemozină,start EH L EH,M
fund,start F UW,N
orienteze,start OH R IH EH N T,EH
deranjez,start D,EH
frumuseților,start F R UW M UW S EH T,S
custai,start K UW S T,AE
întăreați,start IX N T AX,R
verb,start,V
răpitului,start R AX P IH T UW L UW,Y
explicație,start,EH
urce,start UW R CH EH,stop
delirurile,start D EH L,IH
reduci,start R EH,D
șantajăm,start SH AE N T AE ZH AX M,stop
clădite,start K L AX D IH T EH,stop
poponar,start P OH P OH N AE R,stop
liberam,start L IH B EH,R
auream,start AE UW,R
condensez,start K OH N D,EH
tutelase,start T UW T,EH
răpesc,start R AX P EH S,K
alfabetelor,start AE L,F
crunt,start K R UW N,T
întăritul,start,IX
nălucirăți,start N AX L,UW
marcai,start,M
șoptiși,start SH,OH
porniră,start P OH R,N
comparam,start,K
delimitam,start D EH L,IH
burtă,start,B
exageram,start EH K S,AE
celebrase,start CH EH L EH B R AE S EH,stop
latri,start L AE T R,IH
ubicuul,start UW B IH K UW,UW
documentat,start D,OH
întristaseră,start IX N T R IH S T AE S,EH
insistai,start IH N S,IH
poartă,start P OH,AE
cravata,start K R,AE
perfectam,start P EH,R
plantam,start P L AE N T AE,M
ejaculezi,start EH ZH AE K UW,L
lipsita,start L IH P S IH T,AE
mutase,start M UW T,AE
mulțumită,start M UW L UW M IH T AX,stop
perseveram,start P EH R S EH V EH R,AE
meritase,start M EH R IH T AE,S
aplicai,start AE,P
șabat,start SH,AE
introduc,start,IH
șantajații,start SH AE N T,AE
promise,start P R OH M,IH
șoptise,start SH OH P T IH,S
pus,start,P
deliberase,start D EH,L
cititelor,start CH,IH
asurzești,start AE S UW R Z EH SH T,stop
preejaculator,start P R EH EH ZH AE K UW L AE T OH,R
enigma,start,EH
coapse,start K OH AE P S EH,stop
conveni,start OH N V,EH
puric,start P UW R IH K,stop
prietenului,start,P
masturbez,start M AE S T UW,R
către,start K AX T,DX
juisează,start ZH UW IH S EH,AE
formelor,start F OH R M EH L OH,R
condamnez,start K OH N D AE M N EH,Z
marijuana,start M AE R IH,W
niciodată,start N IH,CH
întărind,start IX N T AX,R
oprita,start OH,P
zăpușească,start Z AX P,UW
grădină,start,G
fuseră,start F,UW
omniprezentele,start OH M N IH P R EH,Z
calmez,start K,AE
zonă,start Z,OH
replicai,start R,EH
mulțumitele,start M UW L UW M IH T EH L EH,stop
veștejeai,start V EH SH T,EH
manechinelor,start M AE N,EH
alterez,start AE L T EH R EH,Z
macabrului,start M AE K AE B R UW L UW,Y
răpita,start R AX P IH,T
misterioasele,start,M
prietena,start P R IH EH T EH,N
vârcolac,start V IX R K OH L,AE
comandase,start K,OH
înclinație,start IX NG,K
zăpușii,start,Z
recuperase,start R EH K UW P,EH
administrat,start AE D M IH,N
mân,start M IX,N
regi,start R,EH
cadavrul,start K AE D AE V,R
vizibilitate,start V IH Z IH B IH L IH,T
pregătiților,start P R EH G AX T IH IH L OH,R
serenadă,start S EH R EH N AE,D
frumoase,start F R UW M OH AE S,EH
limitat,start L IH M IH T AE,T
rupte,start R UW,P
era,start Y EH,R
contribuție,start,K
franțuzește,start F R AE N UW Z EH,SH
călătorim,start K AX L AX T OH R IH M,stop
nălucirăți,start N AX L UW T SH IH,R
numii,start,N
bando,start B AE,N
abat,start AE B AE T,stop
întâlnești,start IX N T IX L N,EH
cetățeană,start CH EH T AX EH AE,N
clădirăm,start K L AX D IH,R
plictisisem,start P L,IH
păianjenul,start P AX,Y
același,start AE CH EH L AE SH,stop
hamsteri,start HH,AE
aștepta,start AE SH T EH P T AE,stop
hemoroid,start HH EH M OH R OH,Y
suplicase,start S,UW
clarificai,start K L AE R IH F,IH
marijuana,start,M
maltratam,start M AE,L
pregătiților,start P R EH G,AX
haltere,start HH AE L T,EH
veștejește,start V EH SH T EH ZH EH SH T,EH
răpita,start R,AX
aspiram,start AE S,P
întristarăți,start IX,N
înțelege,start IX N T S EH L EH,D
simbolizase,start S IH,M
pregătitul,start P R EH G AX T IH T,UW
spovediși,start S P OH V,EH
costau,start K OH S T AE,W
șoptit,start SH OH P,T
sângeraseră,start S IX N,JH
sprâncene,start S P R IX N T SH EH N EH,stop
protejeze,start P R OH T EH ZH EH,Z
pulosul,start,P
nălucind,start,N
armai,start AE R M AE,Y
plantam,start P L,AE
zice,start,Z
felinei,start,F
șoptiților,start SH OH,P
suedeză,start S,UW
onestitate,start,OH
dormitam,start D OH R,M
pornitul,start P OH R N IH T UW,stop
surprinse,start S,UW
fracturat,start F R AE K T UW R,AE
ierburi,start,Y
beregată,start B EH R EH G AE T AX,stop
conjugat,start K OH,N
veștejind,start V EH SH,T
porniseră,start,P
suplicat,start S,UW
comparase,start K OH M P AE R AE,S
abandonau,start AE B AE N D OH N,AE
primi,start P R IH M,stop
serile,start,S
abile,start AE B IH L,EH
bumbac,start B UW M B,AE
găsită,start G AX S IH T,AX
frumuseților,start F,R
sfârșiserăți,start S F IX R SH IH S EH R,AX
pornograful,start P OH,R
revoluție,start R EH V OH,L
plictisitei,start P L IH K T IH S IH T EH,Y
călătorirăți,start K AX L AX T OH R,IH
elizeul,start EH L,IH
alinam,start,AE
sălbatice,start S AX L B,AE
înzestrai,start IX,N
îndoi,start IX N D OH IH,stop
febre,start F,EH
portabilitate,start P OH R T AE B IH,L
fututele,start,F
veștejiși,start V EH SH T EH ZH IH SH,stop
instant,start IH N,S
alfabetele,start AE L F AE,B
stimularăți,start S T IH M UW L AE R AX,T
murmure,start M UW R M UW R EH,stop
sodomizata,start S OH D OH M IH Z,AE
porniseși,start P OH R,N
necăjisem,start N EH K AX ZH,IH
lebădă,start L EH B AX D AX,stop
adjectiv,start AE,D
îmbunătățească,start IX M B UW N AX T AX T S EH,AE
homosexuale,start HH OH M OH S,EH
lucrurile,start L UW K R UW,R
delimitaserăți,start,D
pământ,start P AX M IX,N
leoaică,start L EH W AE Y,K
francezi,start F R AE,N
formă,start F OH R M,AX
salutat,start S,AE
renovat,start,R
poponar,start P,OH
analizând,start AE N AE L IH Z IX,N
reparai,start R,EH
făcui,start F AX,K
întâlnitei,start IX N T IX L N IH,T
misterioșii,start M IH S T EH,R
cerbar,start,CH
omenească,start OH M EH,N
limitaseși,start L IH M IH T AE,S
susure,start S UW,S
continuase,start,K
dezavantajos,start,D
înzestrau,start IX N Z EH,S
bănescu,start B N EH,S
gândeați,start G IX N D EH AE,T
decapitase,start D,EH
abandonaseși,start AE,B
plictisiră,start,P
finitate,start F,IH
analizarăm,start,AE
martirizai,start M,AE
controlează,start K OH N,T
reintroduci,start R EH IH,N
slovene,start,S
venerez,start V EH,N
excit,start EH,K
deliraseră,start D EH L IH R AE S,EH
moldovean,start M OH L D OH V,EH
udam,start UW D AE,M
introduce,start IH N T R OH D UW,CH
rupta,start R UW P T AE,stop
grapo,start G R,AE
zăpușeați,start Z AX P,UW
analizeze,start AE,N
expediam,start EH K S,P
unit,start,UW
inundat,start IH,N
degenerase,start D EH JH EH N EH R AE,S
aspir,start AE S P IH,R
trepidat,start T R EH P,IH
tentaserăți,start T,EH
urase,start UW,R
porni,start P,OH
întristasem,start IX N T R IH,S
delicioase,start,D
somaseși,start S,OH
mâncat,start M IX N,K
șantajaserăți,start SH AE N T AE ZH AE S EH R AX,stop
accelerară,start,AE
salute,start S,AE
băiețelului,start B AX Y,EH
clădeau,start K L AX D Y AE,W
sfârșirăți,start S,F
întristași,start IX N,T
ăla,start AX,L
foca,start F OH K AE,stop
trotez,start T R OH T EH Z,stop
delir,start D EH L IH R,stop
sacrificai,start S AE K R IH F,IH
plictisitele,start P L IH K,T
întâlniserăm,start IX N T IX L,N
complicam,start K OH M,P
dedea,start D EH D,EH
zăpușiserăți,start Z AX P UW SH IH S EH R AX T,S
observație,start OH B S EH DX V AE,IH
întâlnitele,start IX N T IX L N IH,T
pornograficei,start P OH R N OH G R AE F IH CH,EH
delimitasem,start D EH L IH M,IH
înfiere,start IX N F IH EH R,EH
excavarăm,start EH K S K AE V AE R,AX
felațiilor,start F EH L AE T S IH L OH R,stop
strigam,start S T R IH,G
băiețel,start,B
conjugi,start K,OH
monogamie,start M OH N OH G AE,M
întâlnești,start IX N T,IX
copilul,start,K
violez,start V IH OH L EH,Z
extenuat,start EH K S T EH N UW,AE
gorilo,start G OH R IH L OH,stop
funcționeze,start F UW N K,IH
numiserăți,start N UW M,IH
neîmbunătățit,start N EH IX M B UW N AX T AX,IH
publicitate,start,P
interesase,start IH,N
invizibilitate,start IH N V IH Z IH B IH,L
familia,start F AE M,IH
adormim,start AE D,OH
focare,start F OH,K
dictatura,start D IH K T AE T UW R AE,stop
perturbi,start P EH R T UW,R
pornografiilor,start P OH R N OH G R AE F IH,L
șoptită,start SH OH P T IH T AX,stop
indignam,start IH N D IH G N,AE
sodomizai,start S OH,D
toarne,start,T
acceleraseră,start AE K CH EH L EH R AE S EH,R
țara,start T S,AE
abandonaserăți,start AE B AE N,D
huse,start HH UW,S
sacrifice,start S AE K R IH,F
răi,start R,AX
popularitate,start,P
acioaie,start AE T SH,IH
important,start IH M P OH R T AE,N
creai,start K R,EH
delirului,start D EH L IH R UW L,UW
omniprezentul,start OH M N IH P R EH Z,EH
halucinogen,start HH AE,L
misteriosului,start M IH S T EH R IH,OH
apocalipticului,start AE P OH K,AE
masculinitate,start M AE S K,UW
cântând,start,K
clinica,start K L IH,N
lsd,start EH L EH S,D
gravitase,start G R AE V IH T AE,S
terminase,start T EH R,M
sodomizasem,start S OH D,OH
capacitate,start K AE,P
chestii,start K EH S,T
același,start AE,CH
fluture,start F,L
investii,start,IH
întristaserăți,start IX N T R IH,S
tatuaserăm,start T AE T UW,AE
sângerai,start S IX N,JH
dunăre,start D UW N,AX
controlăm,start,K
folosește,start F OH L OH S EH SH,T
văzând,start V AX Z IX,N
buram,start B UW R AE M,stop
înzestrată,start,IX
trotam,start T R OH T AE M,stop
feline,start F EH L IH N,EH
lipseam,start,L
clădiți,start K L,AX
gravitasem,start G R AE V IH T,AE
delireze,start D EH L IH R EH,Z
pornografilor,start P,OH
cetere,start,CH
foloseai,start,F
putem,start P UW T EH M,stop
zăpușeam,start Z AX P UW,SH
avortat,start AE V OH R T AE,T
faptelor,start F AE P T,EH
fumai,start F UW,M
pornitelor,start P OH R N IH T EH L OH R,stop
băiețașii,start B AX Y EH,T
torni,start T OH R N,stop
cloroformizase,start K L OH R OH F,OH
dicționarele,start D IH K IH OH N AE R EH L,EH
caracter,start K AE R AE,K
alteram,start AE L T EH,R
rusești,start R UW,S
fundat,start F UW,N
găsitului,start G AX S,IH
neomenește,start N EH,OH
oarfăn,start W,AE
analizăm,start AE N AE L IH,Z
aceluiași,start AE CH EH L UW,Y
mărturisitul,start M AX R T UW R IH S,IH
orbit,start OH,R
dușmăniră,start D UW SH M AX,N
harto,start HH AE,R
interacțiuni,start IH N T EH R AE K T S IH,UW
folosii,start F,OH
urinară,start UW R IH N AE,R
sandviș,start S AE N D,V
studiai,start S,T
serii,start S EH,R
alfabetul,start,AE
șantajistul,start SH AE N T AE ZH,IH
serenade,start S EH R,EH
zăpușiși,start,Z
vieții,start V Y EH,T
producem,start P,R
ocupat,start OH K UW P AE,T
pițipoancă,start P IH T S IH P W AE NG K,AX
imai,start IH,M
erogenă,start EH,R
dobrescu,start D OH B R EH S K,UW
mic,start M IH K,stop
delimităm,start D EH L,IH
beregată,start B,EH
preconizase,start P R EH K OH N,IH
cosmin,start,K
folositor,start F OH L OH,S
vampire,start V AE M P IH R,EH
granata,start G R AE N AE T,AE
pornograficului,start P OH R N OH G R AE F IH K UW L UW,Y
fraternității,start F,R
întărită,start IX N T AX R,IH
fildeș,start F IH,L
lipsite,start L IH P S IH,T
aplicai,start AE P L IH,K
țară,start,T
cititului,start CH IH T IH T UW L UW,Y
pornograficele,start P,OH
macedoneancă,start M AE CH EH D OH N EH AE N,K
veștejești,start V EH,SH
ocupe,start OH K UW P EH,stop
întristați,start IX N T R IH S T,AE
consolidez,start K OH,N
omniprezențele,start OH M N IH P R,EH
cilibia,start,T
scrum,start S K R UW M,stop
serile,start S EH R IH L,EH
șoptesc,start SH OH P,T
cicatrice,start CH IH,K
omenește,start OH M EH N EH SH T,EH
superi,start,S
numisem,start N UW M IH S,EH
pornografice,start P OH R N OH G R AE,F
dormim,start D OH R M IH,M
adorase,start,AE
puli,start P UW,L
idolii,start IH D OH L IH,Y
păianjenilor,start P AX Y AE,N
crizantemă,start K R IH Z AE N T EH,M
trip,start T R,IH
violase,start V IH OH L AE S,EH
intensificat,start IH N T EH N S IH,F
făceam,start F AX CH EH AE M,stop
tentaserăți,start T EH N T,AE
motive,start,M
macabri,start,M
anonima,start AE N OH N IH M,AE
prepuț,start P R,EH
exprimat,start EH K S P R IH,M
plictiseam,start P L IH K T,IH
somând,start,S
împărăteasă,start IX M P AX R AX T EH AE S,AX
cărtărescu,start K AX R T AX R EH S K UW,stop
nălucise,start N AX L UW T SH IH S,EH
busolă,start B UW S OH,L
găsita,start G AX S IH T,AE
mărturiseați,start M AX R,T
împărătească,start IX M P AX R AX T EH AE S K AX,stop
elimina,start EH L IH M IH N AE,stop
ștefănescu,start SH T EH F,AX
întâlnită,start IX N T IX L N IH T,AX
cepuri,start,CH
francezi,start,F
făceam,start F AX,CH
copleșitor,start K OH P,L
futuși,start F UW T UW,SH
finlandez,start F IH N,L
negase,start N EH G,AE
traversai,start T R AE V EH R,S
scrotalei,start S K R OH,T
prefer,start P R,EH
fanteziilor,start F AE N T EH Z IH L OH R,stop
acceleraserăm,start AE K CH EH L EH R AE S EH R,AX
clădirăm,start K L AX D IH R AX M,stop
găsea,start G,AX
întristez,start IX N T R IH S T EH,Z
laptelui,start L AE P T EH,L
homosexualele,start HH OH M OH S EH K S UW AE,L
terminasem,start T EH R M IH N AE S EH M,stop
specialitate,start,S
comoară,start K OH M OH AE R,AX
excavase,start EH,K
sprânceană,start S P R IX,N
torturasem,start T OH R T UW,R
tortureze,start T OH R T UW R EH Z,EH
șantajiștilor,start SH AE N T AE ZH IH SH T IH L,OH
regii,start R EH JH,IH
lucrului,start L UW K R UW,L
necăjise,start N EH K AX,ZH
pregătească,start P R EH G AX T Y AE S K,AX
gravitarăm,start G R AE V IH T AE,R
suscitase,start,S
pornografului,start P,OH
durez,start D UW R EH,Z
separe,start S EH P,AE
activez,start AE K T IH,V
clinica,start K L IH N IH K AE,stop
deranjând,start D EH R AE N ZH IX,N
româneștii,start R OH M IX N EH SH T IH Y,stop
continuam,start K,OH
mulțumească,start M UW L UW M,EH
controlarăm,start K OH N,T
zăpușitului,start,Z
temelie,start T EH M EH L,IH
enigmatic,start EH N IH G M AE,T
amuzi,start AE M UW Z,stop
oameni,start W AE M EH N,stop
înzestrasem,start IX N Z EH,S
vorbeai,start V OH,R
homosexuali,start HH OH M OH S EH K,S
infirmai,start IH N F IH R,M
lipsit,start L IH P S IH T,stop
mărturisitul,start M AX R T UW R IH S,IH
masturbaseși,start M AE S T UW R B AE,S
încina,start IX N CH IH N,AE
adopt,start AE,D
pornografice,start P OH R,N
grăbești,start G R,AX
necăjitei,start N EH K AX ZH IH T EH Y,stop
pierdut,start P,Y
văzând,start V AX Z,IX
buca,start B UW K,AE
identitate,start IH D EH N T,IH
grăbiserăm,start G R AX B IH S EH R AX,M
augmentai,start AE,UW
torturăm,start T,OH
boală,start B OH AE,L
delirase,start,D
frecăm,start,F
sunt,start S UW,N
beau,start B,EH
zăpușiră,start Z AX P UW SH,IH
năluciseră,start N AX L UW T SH IH S EH R,AX
seduc,start S EH,D
grapa,start G R AE P,AE
masturbaseră,start M AE S T,UW
folosita,start F OH L OH,S
degeneram,start D EH JH EH N EH R AE M,stop
ungur,start UW NG G,UW
trepidam,start T R EH P IH D AE,M
combini,start K OH,M
damnai,start D AE M N AE,Y
grece,start G,R
dușmănitei,start D UW SH M,AX
deranjaserăți,start D EH R AE N ZH AE,S
olandez,start OH,L
pregătita,start P,R
farfurie,start F AE R F,UW
șantaja,start,SH
sfârșim,start,S
dezbrăca,start D EH Z B R AX K,AE
masturbată,start M AE S T UW R B,AE
urșinic,start,UW
bombo,start B OH M B OH,stop
daneze,start D AE,N
fuseră,start F UW S EH,R
slobozi,start,S
hume,start HH,UW
reformez,start R EH F OH R M EH,Z
protejez,start P R OH T EH ZH EH,Z
ăsteia,start AX S T EH,Y
enigmatice,start EH N IH G M AE T,IH
infirmai,start IH N F IH,R
necăji,start,N
oferi,start OH F EH R IH,stop
sfârșitelor,start S F IX R SH IH T EH L OH,R
omniprezenților,start OH M N IH P,R
pajoră,start P AE ZH OH R,AX
mulțumiserăți,start M UW,L
pansexualitate,start P AE N S EH K S UW AE L IH,T
bărbatul,start B AX R B AE,T
fulgerai,start F UW L JH,EH
sacrificase,start S AE K R IH F IH K AE S,EH
orientaserăți,start,OH
saturat,start S AE T UW,R
artificializam,start AE R T IH,F
remarcase,start R EH M AE R K AE S EH,stop
pasteurizam,start,P
macini,start M,AE
copleșitorilor,start K OH P L EH SH IH T,OH
torturaserăți,start T OH R T UW R AE S EH R,AX
